kind	name	category	signature	module	doc
function	remove_list_redundancies	utils/other	(lst: 'Reversible[H]') -> 'list[H]'	manim.utils.iterables	Used instead of ``list(set(l))`` to maintain order.
function	remove_nones	utils/other	(sequence: 'Iterable[T | None]') -> 'list[T]'	manim.utils.iterables	Removes elements where bool(x) evaluates to False.
function	resize_array	utils/other	(nparray: 'npt.NDArray[F]', length: 'int') -> 'npt.NDArray[F]'	manim.utils.iterables	Extends/truncates nparray so that ``len(result) == length``.
function	resize_preserving_order	utils/other	(nparray: 'npt.NDArray[np.float64]', length: 'int') -> 'npt.NDArray[np.float64]'	manim.utils.iterables	Extends/truncates nparray so that ``len(result) == length``.
function	resize_with_interpolation	utils/other	(nparray: 'npt.NDArray[F]', length: 'int') -> 'npt.NDArray[F]'	manim.utils.iterables	Extends/truncates nparray so that ``len(result) == length``.
function	restructure_list_to_exclude_certain_family_members	utils/other	(mobject_list: 'list[Mobject]', to_remove: 'list[Mobject]') -> 'list[Mobject]'	manim.utils.family_ops	Removes anything in to_remove from mobject_list, but in the event that one of
function	rotate_in_place_matrix	utils/other	(initial_position: 'Point3D', x: 'float' = 0, y: 'float' = 0, z: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	rotation_matrix	utils/other	(x: 'float' = 0, y: 'float' = 0, z: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	scale_matrix	utils/other	(scale_factor: 'float' = 1) -> 'npt.NDArray'	manim.utils.opengl	
function	scene_classes_from_file	utils/other	(file_path: 'Path', require_single_scene: 'bool' = False, full_list: 'bool' = False) -> 'type[Scene] | list[type[Scene]]'	manim.utils.module_ops	
function	seek_full_path_from_defaults	utils/other	(file_name: 'StrPath', default_dir: 'Path', extensions: 'list[str]') -> 'Path'	manim.utils.file_ops	
function	show_diff_helper	utils/other	(frame_number: 'int', frame_data: 'PixelArray', expected_frame_data: 'PixelArray', control_data_filename: 'str') -> 'None'	manim.utils.testing._show_diff	Will visually display with matplotlib differences between frame generated and the one expected.
function	sigmoid	utils/other	(x: 'float') -> 'float'	manim.utils.simple_functions	Returns the output of the logistic function.
function	spiral_path	utils/other	(angle: 'float', axis: 'Vector3DLike' = array([0., 0., 1.])) -> 'PathFuncType'	manim.utils.paths	This function transforms each point by moving along a spiral to its destination.
function	straight_path	utils/other	() -> 'PathFuncType'	manim.utils.paths	Simplest path function. Each point in a set goes in a straight path toward its destination.
function	stretch_array_to_length	utils/other	(nparray: 'npt.NDArray[F]', length: 'int') -> 'npt.NDArray[F]'	manim.utils.iterables	
function	translation_matrix	utils/other	(x: 'float' = 0, y: 'float' = 0, z: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	tuplify	utils/other	(obj: 'str | Iterable[T] | T') -> 'tuple[str] | tuple[T]'	manim.utils.iterables	Converts obj to a tuple intelligently.
function	typst_to_svg_file	utils/other	(typst_code: 'str', preamble: 'str' = '', text_size: 'float' = 10, font_paths: 'list[str | Path] | None' = None) -> 'Path'	manim.utils.typst_file_writing	Compile a Typst string to SVG via the ``typst`` Python package.
function	uniq_chain	utils/other	(*args: 'Iterable[T]') -> 'Generator[T, None, None]'	manim.utils.iterables	Returns a generator that yields all unique elements of the Iterables
function	update_dict_recursively	utils/other	(current_dict: 'dict[Any, Any]', *others: 'dict[Any, Any]') -> 'None'	manim.utils.config_ops	
function	view_matrix	utils/other	(translation: 'Point3D | None' = None, x_rotation: 'float' = 0, y_rotation: 'float' = 0, z_rotation: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	write_to_movie	utils/other	() -> 'bool'	manim.utils.file_ops	Determines from config if the output is a video format such as mp4 or gif, if the --format is set as 'png'
function	x_rotation_matrix	utils/other	(x: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	y_rotation_matrix	utils/other	(y: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
function	z_rotation_matrix	utils/other	(z: 'float' = 0) -> 'MatrixMN'	manim.utils.opengl	
class	RateFunction	utils/rate_functions	(*args, **kwargs)	manim.utils.rate_functions	Base class for protocol classes.
function	double_smooth	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_back	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_bounce	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_circ	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_cubic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_elastic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_expo	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_back	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_bounce	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_circ	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_cubic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_elastic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_expo	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_quad	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_quart	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_quint	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_out_sine	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_quad	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_quart	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_quint	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_in_sine	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_back	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_bounce	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_circ	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_cubic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_elastic	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_expo	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_quad	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_quart	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_quint	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	ease_out_sine	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	exponential_decay	utils/rate_functions	(t: 'float', half_life: 'float' = 0.1) -> 'float'	manim.utils.rate_functions	
function	linear	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	lingering	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	not_quite_there	utils/rate_functions	(func: 'RateFunction' = <function smooth at 0x713b879e5e40>, proportion: 'float' = 0.7) -> 'RateFunction'	manim.utils.rate_functions	
function	running_start	utils/rate_functions	(t: 'float', pull_factor: 'float' = -0.5) -> 'float'	manim.utils.rate_functions	
function	rush_from	utils/rate_functions	(t: 'float', inflection: 'float' = 10.0) -> 'float'	manim.utils.rate_functions	
function	rush_into	utils/rate_functions	(t: 'float', inflection: 'float' = 10.0) -> 'float'	manim.utils.rate_functions	
function	slow_into	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	
function	smooth	utils/rate_functions	(t: 'float', inflection: 'float' = 10.0) -> 'float'	manim.utils.rate_functions	
function	smoothererstep	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	Implementation of the 3rd order SmoothStep sigmoid function.
function	smootherstep	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	Implementation of the 2nd order SmoothStep sigmoid function.
function	smoothstep	utils/rate_functions	(t: 'float') -> 'float'	manim.utils.rate_functions	Implementation of the 1st order SmoothStep sigmoid function.
function	squish_rate_func	utils/rate_functions	(func: 'RateFunction', a: 'float' = 0.4, b: 'float' = 0.6) -> 'RateFunction'	manim.utils.rate_functions	
function	there_and_back	utils/rate_functions	(t: 'float', inflection: 'float' = 10.0) -> 'float'	manim.utils.rate_functions	
function	there_and_back_with_pause	utils/rate_functions	(t: 'float', pause_ratio: 'float' = 0.3333333333333333) -> 'float'	manim.utils.rate_functions	
function	unit_interval	utils/rate_functions	(function: 'RateFunction') -> 'RateFunction'	manim.utils.rate_functions	
function	wiggle	utils/rate_functions	(t: 'float', wiggles: 'float' = 2) -> 'float'	manim.utils.rate_functions	
function	zero	utils/rate_functions	(function: 'RateFunction') -> 'RateFunction'	manim.utils.rate_functions	
constant	DOWN	utils/space_ops	array([ 0., -1.,  0.])	manim.utils.space_ops	
constant	OUT	utils/space_ops	array([0., 0., 1.])	manim.utils.space_ops	
constant	PI	utils/space_ops	3.141592653589793	manim.utils.space_ops	
function	R3_to_complex	utils/space_ops	(point: 'Sequence[float]') -> 'np.ndarray'	manim.utils.space_ops	
constant	RIGHT	utils/space_ops	array([1., 0., 0.])	manim.utils.space_ops	
constant	TAU	utils/space_ops	6.283185307179586	manim.utils.space_ops	
constant	TYPE_CHECKING	utils/space_ops	False	manim.utils.space_ops	
constant	UP	utils/space_ops	array([0., 1., 0.])	manim.utils.space_ops	
function	angle_axis_from_quaternion	utils/space_ops	(quaternion: 'Sequence[float]') -> 'Sequence[float]'	manim.utils.space_ops	Gets angle and axis from a quaternion.
function	angle_between_vectors	utils/space_ops	(v1: 'np.ndarray', v2: 'np.ndarray') -> 'float'	manim.utils.space_ops	Returns the angle between two vectors.
function	angle_of_vector	utils/space_ops	(vector: 'Sequence[float] | np.ndarray') -> 'float'	manim.utils.space_ops	Returns polar coordinate theta when vector is projected on xy plane.
function	cartesian_to_spherical	utils/space_ops	(vec: 'Vector3DLike') -> 'np.ndarray'	manim.utils.space_ops	Returns an array of numbers corresponding to each
function	center_of_mass	utils/space_ops	(points: 'PointNDLike_Array') -> 'PointND'	manim.utils.space_ops	Gets the center of mass of the points in space.
function	compass_directions	utils/space_ops	(n: 'int' = 4, start_vect: 'np.ndarray' = array([1., 0., 0.])) -> 'np.ndarray'	manim.utils.space_ops	Finds the cardinal directions using tau.
function	complex_func_to_R3_func	utils/space_ops	(complex_func: 'Callable[[complex], complex]') -> 'Callable[[Point3DLike], Point3D]'	manim.utils.space_ops	
function	complex_to_R3	utils/space_ops	(complex_num: 'complex') -> 'np.ndarray'	manim.utils.space_ops	
function	cross	utils/space_ops	(v1: 'Vector3DLike', v2: 'Vector3DLike') -> 'Vector3D'	manim.utils.space_ops	
function	cross2d	utils/space_ops	(a: 'Vector2D | Vector2D_Array', b: 'Vector2D | Vector2D_Array') -> 'ManimFloat | npt.NDArray[ManimFloat]'	manim.utils.space_ops	Compute the determinant(s) of the passed
function	earclip_triangulation	utils/space_ops	(verts: 'np.ndarray', ring_ends: 'list') -> 'list'	manim.utils.space_ops	Returns a list of indices giving a triangulation
function	find_intersection	utils/space_ops	(p0s: 'Point3DLike_Array', v0s: 'Vector3DLike_Array', p1s: 'Point3DLike_Array', v1s: 'Vector3DLike_Array', threshold: 'float' = 1e-05) -> 'list[Point3D]'	manim.utils.space_ops	Return the intersection of a line passing through p0 in direction v0
function	get_unit_normal	utils/space_ops	(v1: 'Vector3DLike', v2: 'Vector3DLike', tol: 'float' = 1e-06) -> 'Vector3D'	manim.utils.space_ops	Gets the unit normal of the vectors.
function	get_winding_number	utils/space_ops	(points: 'Sequence[np.ndarray]') -> 'float'	manim.utils.space_ops	Determine the number of times a polygon winds around the origin.
function	line_intersection	utils/space_ops	(line1: 'Sequence[np.ndarray]', line2: 'Sequence[np.ndarray]') -> 'np.ndarray'	manim.utils.space_ops	Returns the intersection point of two lines, each defined by
function	midpoint	utils/space_ops	(point1: 'Sequence[float]', point2: 'Sequence[float]') -> 'float | np.ndarray'	manim.utils.space_ops	Gets the midpoint of two points.
function	norm_squared	utils/space_ops	(v: 'float') -> 'float'	manim.utils.space_ops	
function	normalize	utils/space_ops	(vect: 'np.ndarray | tuple[float]', fall_back: 'np.ndarray | None' = None) -> 'np.ndarray'	manim.utils.space_ops	
function	normalize_along_axis	utils/space_ops	(array: 'np.ndarray', axis: 'np.ndarray') -> 'np.ndarray'	manim.utils.space_ops	Normalizes an array with the provided axis.
function	perpendicular_bisector	utils/space_ops	(line: 'Sequence[np.ndarray]', norm_vector: 'Vector3D' = array([0., 0., 1.])) -> 'Sequence[np.ndarray]'	manim.utils.space_ops	Returns a list of two points that correspond
function	quaternion_conjugate	utils/space_ops	(quaternion: 'Sequence[float]') -> 'np.ndarray'	manim.utils.space_ops	Used for finding the conjugate of the quaternion
function	quaternion_from_angle_axis	utils/space_ops	(angle: 'float', axis: 'np.ndarray', axis_normalized: 'bool' = False) -> 'list[float]'	manim.utils.space_ops	Gets a quaternion from an angle and an axis.
function	quaternion_mult	utils/space_ops	(*quats: 'Sequence[float]') -> 'np.ndarray | list[float | np.ndarray]'	manim.utils.space_ops	Gets the Hamilton product of the quaternions provided.
function	regular_vertices	utils/space_ops	(n: 'int', *, radius: 'float' = 1, start_angle: 'float | None' = None) -> 'tuple[np.ndarray, float]'	manim.utils.space_ops	Generates regularly spaced vertices around a circle centered at the origin.
function	rotate_vector	utils/space_ops	(vector: 'Vector3DLike', angle: 'float', axis: 'Vector3DLike' = array([0., 0., 1.])) -> 'Vector3D'	manim.utils.space_ops	Function for rotating a vector.
function	rotation_about_z	utils/space_ops	(angle: 'float') -> 'np.ndarray'	manim.utils.space_ops	Returns a rotation matrix for a given angle.
function	rotation_matrix	utils/space_ops	(angle: 'float', axis: 'Vector3DLike', homogeneous: 'bool' = False) -> 'np.ndarray'	manim.utils.space_ops	Rotation in R^3 about a specified axis of rotation.
function	rotation_matrix_from_quaternion	utils/space_ops	(quat: 'np.ndarray') -> 'np.ndarray'	manim.utils.space_ops	
function	rotation_matrix_transpose	utils/space_ops	(angle: 'float', axis: 'Vector3DLike') -> 'np.ndarray'	manim.utils.space_ops	
function	rotation_matrix_transpose_from_quaternion	utils/space_ops	(quat: 'np.ndarray') -> 'list[np.ndarray]'	manim.utils.space_ops	Converts the quaternion, quat, to an equivalent rotation matrix representation.
function	shoelace	utils/space_ops	(x_y: 'Point2D_Array') -> 'float'	manim.utils.space_ops	2D implementation of the shoelace formula.
function	shoelace_direction	utils/space_ops	(x_y: 'Point2D_Array') -> 'str'	manim.utils.space_ops	Uses the area determined by the shoelace method to determine whether
function	spherical_to_cartesian	utils/space_ops	(spherical: 'Sequence[float]') -> 'np.ndarray'	manim.utils.space_ops	Returns a numpy array ``[x, y, z]`` based on the spherical
function	thick_diagonal	utils/space_ops	(dim: 'int', thickness: 'int' = 2) -> 'MatrixMN'	manim.utils.space_ops	
function	z_to_vector	utils/space_ops	(vector: 'np.ndarray') -> 'np.ndarray'	manim.utils.space_ops	Returns some matrix in SO(3) which takes the z-axis to the
constant	LATEX_ERROR_INSIGHTS	utils/tex	[('inputenc Error: Unicode character (?:.*) \\(U\\+([0-9a-fA-F]+)\\)', <function insight_inputenc_error at 0x713b8440...	manim.utils.tex_file_writing	
constant	TYPE_CHECKING	utils/tex	False	manim.utils.tex	
class	TexFontTemplates	utils/tex	()	manim.utils.tex_templates	A collection of TeX templates for the fonts described at http://jf.burnol.free.fr/showcase.html
class	TexTemplate	utils/tex	(tex_compiler: 'str | list[str]' = 'latex', description: 'str' = '', output_format: 'str' = '.dvi', documentclass: 'str' = '\\documentclass[preview]{standalone}', preamble: 'str' = '\\usepackage[english]{babel}\n\\usepackage{amsmath}\n\\usepackage{amssymb}', placeholder_text: 'str' = 'YourTextHere', post_doc_commands: 'str' = '') -> None	manim.utils.tex	TeX templates are used to create ``Tex`` and ``MathTex`` objects.
class	TexTemplateLibrary	utils/tex	()	manim.utils.tex_templates	A collection of basic TeX template objects
